Catálogo de números de pe                                                                  
         Versión                Revisión                                                   
           1.0                     1                                                       
                                                                                           
        c_Aduana                Patente         Ejercicio        Cantidad       Fecha iniciFecha fin d
           80                     3726            2017            999999         4/28/2017 
           06                     3727            2007            000293         1/1/2017  
           06                     3727            2008            000054         1/1/2017  
           16                     3727            2007            000479         1/1/2017  
           16                     3727            2008            000130         1/1/2017  
           19                     3727            2016            001368         1/1/2017  
           19                     3727            2017            999999         4/28/2017 
           30                     3727            2007            800000         1/1/2017  
           30                     3727            2008            999990         1/1/2017  
           47                     3727            2007            708389         1/1/2017  
           47                     3727            2008            800805         1/1/2017  
           47                     3727            2014            000013         1/1/2017  
           47                     3727            2015            000093         1/1/2017  
           47                     3727            2016            000273         1/1/2017  
           47                     3727            2017            999999         4/28/2017 
           52                     3727            2015            000610         1/1/2017  
           52                     3727            2016            027329         1/1/2017  
           52                     3727            2017            999999         4/28/2017 
           07                     3728            2012            001708         1/1/2017  
           07                     3728            2013            005821         1/1/2017  
           20                     3728            2013            000605         1/1/2017  
           20                     3728            2014            000597         1/1/2017  
           24                     3728            2007            005025         1/1/2017  
           24                     3728            2009            002000         1/1/2017  
           24                     3728            2010            003545         1/1/2017  
           24                     3728            2011            002886         1/1/2017  
           24                     3728            2012            002822         1/1/2017  
           24                     3728            2013            002614         1/1/2017  
           24                     3728            2014            005741         1/1/2017  
           52                     3728            2007            001417         1/1/2017  
           52                     3728            2009            000313         1/1/2017  
           52                     3728            2010            000217         1/1/2017  
           52                     3728            2011            000560         1/1/2017  
           52                     3728            2012            200050         1/1/2017  
           52                     3728            2013            000332         1/1/2017  
           52                     3728            2014            000166         1/1/2017  
           53                     3728            2007            000324         1/1/2017  
           53                     3728            2009            000102         1/1/2017  
           53                     3728            2010            000115         1/1/2017  
           53                     3728            2011            000210         1/1/2017  
           53                     3728            2012            000042         1/1/2017  
           80                     3728            2007            000461         1/1/2017  
           80                     3728            2009            000445         1/1/2017  
           80                     3728            2010            000984         1/1/2017  
           80                     3728            2011            879549         1/1/2017  
           80                     3728            2012            000505         1/1/2017  
           80                     3728            2013            000709         1/1/2017  
           80                     3728            2014            000725         1/1/2017  
           24                     3729            2017            999999         4/28/2017 
           52                     3729            2007            002012         1/1/2017  
           52                     3729            2008            000953         1/1/2017  
           52                     3729            2009            000292         1/1/2017  
           52                     3729            2010            000414         1/1/2017  
           52                     3729            2011            000789         1/1/2017  
           52                     3729            2012            000748         1/1/2017  
           52                     3729            2013            001227         1/1/2017  
           52                     3729            2014            001105         1/1/2017  
           52                     3729            2015            000809         1/1/2017  
           52                     3729            2016            001752         1/1/2017  
           52                     3729            2017            999999         4/28/2017 
           80                     3729            2011            000910         1/1/2017  
           80                     3729            2012            000214         1/1/2017  
           80                     3729            2016            001487         1/1/2017  
           80                     3729            2017            999999         4/28/2017 
           24                     3731            2014            001001         1/1/2017  
           24                     3731            2015            000009         1/1/2017  
           24                     3731            2016            000015         1/1/2017  
           24                     3731            2017            999999         4/28/2017 
           30                     3731            2007            001999         1/1/2017  
           30                     3731            2008            009867         1/1/2017  
           30                     3731            2009            006000         1/1/2017  
           30                     3731            2010            003867         1/1/2017  
           30                     3731            2011            007743         1/1/2017  
           30                     3731            2012            009164         1/1/2017  
           30                     3731            2013            004935         1/1/2017  
           30                     3731            2014            004413         1/1/2017  
           30                     3731            2015            002233         1/1/2017  
           30                     3731            2016            001175         1/1/2017  
           30                     3731            2017            999999         4/28/2017 
           38                     3731            2007            000052         1/1/2017  
           38                     3731            2008            001263         1/1/2017  
           38                     3731            2009            000087         1/1/2017  
           38                     3731            2010            000022         1/1/2017  
           38                     3731            2011            000023         1/1/2017  
           38                     3731            2012            000002         1/1/2017  
           38                     3731            2013            000014         1/1/2017  
           38                     3731            2014            000030         1/1/2017  
           38                     3731            2015            000049         1/1/2017  
           38                     3731            2016            000168         1/1/2017  
           38                     3731            2017            999999         4/28/2017 
           51                     3731            2009            000017         1/1/2017  
           51                     3731            2010            000090         1/1/2017  
           51                     3731            2011            000098         1/1/2017  
           51                     3731            2012            000016         1/1/2017  
           81                     3731            2007            000807         1/1/2017  
           81                     3731            2008            001609         1/1/2017  
           81                     3731            2009            001256         1/1/2017  
           81                     3731            2010            001616         1/1/2017  
           81                     3731            2011            002175         1/1/2017  
           81                     3731            2012            002245         1/1/2017  
           81                     3731            2013            002696         1/1/2017  
           81                     3731            2014            003628         1/1/2017  
           81                     3731            2015            002994         1/1/2017  
           81                     3731            2016            002894         1/1/2017  
           81                     3731            2017            999999         4/28/2017 
           24                     3733            2007            007086         1/1/2017  
           24                     3733            2008            005566         1/1/2017  
           24                     3733            2009            990000         1/1/2017  
           24                     3733            2010            002628         1/1/2017  
           24                     3733            2011            100549         1/1/2017  
           24                     3733            2012            003913         1/1/2017  
           24                     3733            2013            002942         1/1/2017  
           24                     3733            2014            001925         1/1/2017  
           43                     3733            2007            000283         1/1/2017  
           43                     3733            2008            000314         1/1/2017  
           43                     3733            2009            000315         1/1/2017  
           43                     3733            2010            000504         1/1/2017  
           43                     3733            2011            000896         1/1/2017  
           43                     3733            2012            000566         1/1/2017  
           43                     3733            2013            000504         1/1/2017  
           43                     3733            2014            000261         1/1/2017  
           47                     3733            2009            000086         1/1/2017  
           47                     3733            2010            000238         1/1/2017  
           47                     3733            2011            000324         1/1/2017  
           47                     3733            2012            000329         1/1/2017  
           47                     3733            2013            000350         1/1/2017  
           47                     3733            2014            000268         1/1/2017  
           80                     3733            2007            000679         1/1/2017  
           80                     3733            2008            000306         1/1/2017  
           80                     3733            2009            000115         1/1/2017  
           80                     3733            2010            000030         1/1/2017  
           80                     3733            2011            000040         1/1/2017  
           80                     3733            2012            000104         1/1/2017  
           80                     3733            2013            000157         1/1/2017  
           80                     3733            2014            000380         1/1/2017  
           19                     3734            2007            017278         1/1/2017  
           19                     3734            2008            017775         1/1/2017  
           19                     3734            2009            000228         1/1/2017  
           19                     3734            2010            011389         1/1/2017  
           19                     3734            2011            005956         1/1/2017  
           24                     3734            2007            002364         1/1/2017  
           24                     3734            2008            009899         1/1/2017  
           24                     3734            2009            008006         1/1/2017  
           24                     3734            2010            017763         1/1/2017  
           24                     3734            2011            006777         1/1/2017  
           30                     3734            2009            999999         1/1/2017  
           30                     3734            2010            111111         1/1/2017  
           30                     3734            2011            003264         1/1/2017  
           16                     3735            2007            000539         1/1/2017  
           16                     3735            2008            000775         1/1/2017  
           16                     3735            2009            000509         1/1/2017  
           16                     3735            2010            000833         1/1/2017  
           16                     3735            2011            000588         1/1/2017  
           16                     3735            2012            001005         1/1/2017  
           16                     3735            2013            000519         1/1/2017  
           24                     3735            2007            000524         1/1/2017  
           24                     3735            2008            000592         1/1/2017  
           24                     3735            2009            000563         1/1/2017  
           24                     3735            2010            000541         1/1/2017  
           24                     3735            2011            000591         1/1/2017  
           24                     3735            2012            000624         1/1/2017  
           24                     3735            2013            000585         1/1/2017  
           80                     3735            2007            000142         1/1/2017  
           80                     3735            2008            000576         1/1/2017  
           80                     3735            2009            000571         1/1/2017  
           80                     3735            2010            000531         1/1/2017  
           80                     3735            2011            000565         1/1/2017  
           80                     3735            2012            000582         1/1/2017  
           80                     3735            2013            000229         1/1/2017  
           24                     3736            2007            009906         1/1/2017  
           24                     3736            2008            878998         1/1/2017  
           24                     3736            2009            003611         1/1/2017  
           24                     3736            2010            003602         1/1/2017  
           24                     3736            2011            002420         1/1/2017  
           24                     3736            2012            002331         1/1/2017  
           24                     3736            2013            004511         1/1/2017  
           24                     3736            2014            009234         1/1/2017  
           24                     3736            2015            002827         1/1/2017  
           24                     3736            2016            003160         1/1/2017  
           24                     3736            2017            999999         4/28/2017 
           80                     3736            2007            000111         1/1/2017  
           80                     3736            2008            000568         1/1/2017  
           80                     3736            2009            000057         1/1/2017  
           80                     3736            2010            001970         1/1/2017  
           80                     3736            2011            100178         1/1/2017  
           80                     3736            2012            100175         1/1/2017  
           80                     3736            2013            100246         1/1/2017  
           80                     3736            2014            100316         1/1/2017  
           80                     3736            2015            100126         1/1/2017  
           80                     3736            2016            100201         1/1/2017  
           80                     3736            2017            999999         4/28/2017 
           16                     3737            2009            010639         1/1/2017  
           16                     3737            2010            001006         1/1/2017  
           16                     3737            2011            005886         1/1/2017  
           16                     3737            2012            015359         1/1/2017  
           16                     3737            2013            008468         1/1/2017  
           16                     3737            2014            001046         1/1/2017  
           16                     3737            2015            005676         1/1/2017  
           16                     3737            2016            005651         1/1/2017  
           16                     3737            2017            999999         4/28/2017 
           24                     3737            2007            208201         1/1/2017  
           24                     3737            2008            082610         1/1/2017  
           24                     3737            2009            112544         1/1/2017  
           24                     3737            2010            014537         1/1/2017  
           24                     3737            2011            016477         1/1/2017  
           24                     3737            2012            017233         1/1/2017  
           24                     3737            2013            014751         1/1/2017  
           24                     3737            2014            001643         1/1/2017  
           24                     3737            2015            003439         1/1/2017  
           24                     3737            2016            008482         1/1/2017  
           24                     3737            2017            999999         4/28/2017 
           43                     3737            2007            003591         1/1/2017  
           43                     3737            2008            005599         1/1/2017  
           43                     3737            2009            003197         1/1/2017  
           43                     3737            2010            002131         1/1/2017  
           43                     3737            2011            011300         1/1/2017  
           43                     3737            2012            016246         1/1/2017  
           43                     3737            2013            002655         1/1/2017  
           43                     3737            2014            000998         1/1/2017  
           43                     3737            2015            000348         1/1/2017  
           43                     3737            2016            002506         1/1/2017  
           43                     3737            2017            999999         4/28/2017 
           47                     3737            2009            001915         1/1/2017  
           47                     3737            2010            012666         1/1/2017  
           47                     3737            2011            010857         1/1/2017  
           47                     3737            2012            006886         1/1/2017  
           47                     3737            2013            004879         1/1/2017  
           47                     3737            2014            001633         1/1/2017  
           47                     3737            2015            001098         1/1/2017  
           47                     3737            2016            002240         1/1/2017  
           47                     3737            2017            999999         4/28/2017 
           51                     3737            2009            001170         1/1/2017  
           64                     3737            2007            004999         1/1/2017  
           64                     3737            2008            005545         1/1/2017  
           64                     3737            2009            005224         1/1/2017  
           22                     3738            2007            007045         1/1/2017  
           22                     3738            2008            005426         1/1/2017  
           22                     3738            2009            002850         1/1/2017  
           22                     3738            2010            004875         1/1/2017  
           22                     3738            2011            004261         1/1/2017  
           22                     3738            2012            004381         1/1/2017  
           22                     3738            2013            000632         1/1/2017  
           22                     3738            2014            000649         1/1/2017  
           23                     3738            2007            005473         1/1/2017  
           23                     3738            2008            004960         1/1/2017  
           23                     3738            2009            003912         1/1/2017  
           23                     3738            2010            003885         1/1/2017  
           23                     3738            2011            003993         1/1/2017  
           23                     3738            2012            003653         1/1/2017  
           23                     3738            2013            000512         1/1/2017  
           23                     3738            2014            000508         1/1/2017  
           23                     3738            2015            000496         1/1/2017  
           64                     3739            2014            002104         1/1/2017  
           64                     3739            2015            002673         1/1/2017  
           64                     3739            2016            001781         1/1/2017  
           64                     3739            2017            999999         4/28/2017 
           20                     3740            2007            000174         1/1/2017  
           20                     3740            2008            000198         1/1/2017  
           20                     3740            2009            000114         1/1/2017  
           20                     3740            2010            000220         1/1/2017  
           20                     3740            2011            100214         1/1/2017  
           20                     3740            2012            200415         1/1/2017  
           20                     3740            2013            300539         1/1/2017  
           20                     3740            2014            000073         1/1/2017  
           20                     3740            2015            000051         1/1/2017  
           20                     3740            2016            600058         1/1/2017  
           20                     3740            2017            999999         4/28/2017 
           24                     3740            2007            001265         1/1/2017  
           24                     3740            2008            001193         1/1/2017  
           24                     3740            2009            001210         1/1/2017  
           24                     3740            2010            001345         1/1/2017  
           24                     3740            2011            001367         1/1/2017  
           24                     3740            2012            001072         1/1/2017  
           24                     3740            2013            001226         1/1/2017  
           24                     3740            2014            001132         1/1/2017  
           24                     3740            2015            001198         1/1/2017  
           24                     3740            2016            001785         1/1/2017  
           24                     3740            2017            999999         4/28/2017 
           43                     3740            2007            000875         1/1/2017  
           43                     3740            2008            001057         1/1/2017  
           43                     3740            2009            001007         1/1/2017  
           43                     3740            2010            001083         1/1/2017  
           43                     3740            2011            111009         1/1/2017  
           43                     3740            2012            200362         1/1/2017  
           43                     3740            2013            000659         1/1/2017  
           43                     3740            2014            000847         1/1/2017  
           43                     3740            2015            500577         1/1/2017  
           43                     3740            2016            600989         1/1/2017  
           43                     3740            2017            999999         4/28/2017 
           80                     3740            2007            000083         1/1/2017  
           80                     3740            2008            000114         1/1/2017  
           80                     3740            2009            000089         1/1/2017  
           80                     3740            2010            000152         1/1/2017  
           80                     3740            2011            000195         1/1/2017  
           80                     3740            2012            000183         1/1/2017  
           80                     3740            2013            000228         1/1/2017  
           80                     3740            2014            000256         1/1/2017  
           80                     3740            2015            000325         1/1/2017  
           80                     3740            2016            000528         1/1/2017  
           80                     3740            2017            999999         4/28/2017 
           20                     3741            2014            000366         1/1/2017  
           20                     3741            2015            000881         1/1/2017  
           20                     3741            2016            000624         1/1/2017  
           20                     3741            2017            999999         4/28/2017 
           24                     3741            2013            000001         1/1/2017  
           30                     3741            2014            000496         1/1/2017  
           30                     3741            2015            001088         1/1/2017  
           30                     3741            2016            000695         1/1/2017  
           30                     3741            2017            999999         4/28/2017 
           43                     3741            2007            000297         1/1/2017  
           43                     3741            2008            000054         1/1/2017  
           43                     3741            2009            000143         1/1/2017  
           43                     3741            2010            000013         1/1/2017  
           43                     3741            2013            000035         1/1/2017  
           43                     3741            2014            000138         1/1/2017  
           43                     3741            2015            000022         1/1/2017  
           47                     3741            2007            011608         1/1/2017  
           47                     3741            2008            645154         1/1/2017  
           47                     3741            2009            000550         1/1/2017  
           47                     3741            2010            000089         1/1/2017  
           64                     3741            2016            000169         1/1/2017  
           64                     3741            2017            999999         4/28/2017 
           80                     3741            2010            000194         1/1/2017  
           80                     3741            2013            000005         1/1/2017  
           80                     3741            2014            000251         1/1/2017  
           80                     3741            2015            000832         1/1/2017  
           80                     3741            2016            001415         1/1/2017  
           80                     3741            2017            999999         4/28/2017 
           19                     3742            2012            003596         1/1/2017  
           19                     3742            2013            011778         1/1/2017  
           19                     3742            2014            001040         1/1/2017  
           24                     3742            2011            000750         1/1/2017  
           24                     3742            2012            096642         1/1/2017  
           24                     3742            2013            999888         1/1/2017  
           24                     3742            2014            058587         1/1/2017  
           24                     3742            2016            000147         1/1/2017  
           24                     3742            2017            999999         4/28/2017 
           30                     3742            2011            002200         1/1/2017  
           30                     3742            2012            002685         1/1/2017  
           30                     3742            2013            016378         1/1/2017  
           30                     3742            2014            012303         1/1/2017  
           30                     3742            2016            001350         1/1/2017  
           30                     3742            2017            999999         4/28/2017 
           40                     3742            2011            002344         1/1/2017  
           40                     3742            2012            005198         1/1/2017  
           40                     3742            2013            019152         1/1/2017  
           40                     3742            2014            010635         1/1/2017  
           40                     3742            2017            999999         4/28/2017 
           11                     3743            2014            000080         1/1/2017  
           11                     3743            2015            000263         1/1/2017  
           11                     3743            2016            000227         1/1/2017  
           11                     3743            2017            999999         4/28/2017 
           40                     3743            2007            004629         1/1/2017  
           40                     3743            2008            006680         1/1/2017  
           40                     3743            2009            007000         1/1/2017  
           40                     3743            2010            005918         1/1/2017  
           40                     3743            2011            006458         1/1/2017  
           40                     3743            2012            006184         1/1/2017  
           40                     3743            2013            005455         1/1/2017  
           40                     3743            2014            012847         1/1/2017  
           40                     3743            2015            013672         1/1/2017  
           40                     3743            2016            011480         1/1/2017  
           40                     3743            2017            999999         4/28/2017 
           16                     3744            2007            007903         1/1/2017  
           16                     3744            2008            005938         1/1/2017  
           16                     3744            2009            005494         1/1/2017  
           16                     3744            2010            006140         1/1/2017  
           16                     3744            2011            006329         1/1/2017  
           16                     3744            2012            006910         1/1/2017  
           16                     3744            2013            007228         1/1/2017  
           16                     3744            2014            007193         1/1/2017  
           16                     3744            2015            005622         1/1/2017  
           16                     3744            2016            006356         1/1/2017  
           16                     3744            2017            999999         4/28/2017 
           20                     3744            2007            000903         1/1/2017  
           20                     3744            2008            000762         1/1/2017  
           20                     3744            2009            000404         1/1/2017  
           20                     3744            2010            000261         1/1/2017  
           20                     3744            2011            000315         1/1/2017  
           20                     3744            2012            000452         1/1/2017  
           20                     3744            2013            000114         1/1/2017  
           20                     3744            2014            000040         1/1/2017  
           37                     3744            2013            001317         1/1/2017  
           37                     3744            2014            002886         1/1/2017  
           37                     3744            2015            003208         1/1/2017  
           37                     3744            2016            003408         1/1/2017  
           37                     3744            2017            999999         4/28/2017 
           52                     3744            2007            001863         1/1/2017  
           52                     3744            2008            000725         1/1/2017  
           52                     3744            2009            000342         1/1/2017  
           52                     3744            2010            000713         1/1/2017  
           52                     3744            2011            000896         1/1/2017  
           52                     3744            2012            000678         1/1/2017  
           52                     3744            2015            000021         1/1/2017  
           52                     3744            2016            000385         1/1/2017  
           52                     3744            2017            999999         4/28/2017 
           65                     3744            2007            011008         1/1/2017  
           65                     3744            2008            010986         1/1/2017  
           65                     3744            2009            008017         1/1/2017  
           65                     3744            2010            010692         1/1/2017  
           65                     3744            2011            011981         1/1/2017  
           65                     3744            2012            012903         1/1/2017  
           65                     3744            2013            013311         1/1/2017  
           65                     3744            2014            015744         1/1/2017  
           65                     3744            2015            014618         1/1/2017  
           65                     3744            2016            016418         1/1/2017  
           65                     3744            2017            999999         4/28/2017 
           24                     3746            2007            002720         1/1/2017  
           24                     3746            2008            002722         1/1/2017  
           24                     3746            2009            002142         1/1/2017  
           24                     3746            2010            002123         1/1/2017  
           24                     3746            2011            002492         1/1/2017  
           24                     3746            2012            002957         1/1/2017  
           24                     3746            2013            003012         1/1/2017  
           24                     3746            2014            001614         1/1/2017  
           24                     3746            2015            001824         1/1/2017  
           24                     3746            2016            001775         1/1/2017  
           24                     3746            2017            999999         4/28/2017 
           80                     3746            2007            000517         1/1/2017  
           80                     3746            2008            000378         1/1/2017  
           80                     3746            2009            000506         1/1/2017  
           80                     3746            2010            000399         1/1/2017  
           80                     3746            2011            000489         1/1/2017  
           80                     3746            2012            003740         1/1/2017  
           80                     3746            2013            007294         1/1/2017  
           80                     3746            2014            000603         1/1/2017  
           80                     3746            2015            001366         1/1/2017  
           80                     3746            2016            000655         1/1/2017  
           80                     3746            2017            999999         4/28/2017 
           16                     3748            2015            000132         1/1/2017  
           16                     3748            2016            000268         1/1/2017  
           16                     3748            2017            999999         4/28/2017 
           24                     3748            2007            002881         1/1/2017  
           24                     3748            2008            002599         1/1/2017  
           47                     3748            2014            000106         1/1/2017  
           47                     3748            2015            000740         1/1/2017  
           47                     3748            2016            001025         1/1/2017  
           47                     3748            2017            999999         4/28/2017 
           24                     3749            2016            999999         1/1/2017  
           47                     3749            2007            000231         1/1/2017  
           47                     3749            2008            000227         1/1/2017  
           47                     3749            2009            000395         1/1/2017  
           47                     3749            2010            000369         1/1/2017  
           47                     3749            2011            000251         1/1/2017  
           47                     3749            2012            000258         1/1/2017  
           47                     3749            2013            999998         1/1/2017  
           47                     3749            2014            717349         1/1/2017  
           47                     3749            2015            786663         1/1/2017  
           47                     3749            2016            619018         1/1/2017  
           47                     3749            2017            999999         4/28/2017 
           48                     3749            2013            000004         1/1/2017  
           48                     3749            2014            999999         1/1/2017  
           48                     3749            2015            054734         1/1/2017  
           48                     3749            2016            900189         1/1/2017  
           48                     3749            2017            999999         4/28/2017 
           51                     3749            2013            000005         1/1/2017  
           51                     3749            2014            000003         1/1/2017  
           51                     3749            2015            000233         1/1/2017  
           51                     3749            2016            001786         1/1/2017  
           51                     3749            2017            999999         4/28/2017 
           65                     3749            2013            000004         1/1/2017  
           65                     3749            2014            049117         1/1/2017  
           65                     3749            2015            051230         1/1/2017  
           65                     3749            2016            901442         1/1/2017  
           65                     3749            2017            999999         4/28/2017 
           16                     3750            2007            003011         1/1/2017  
           16                     3750            2008            080361         1/1/2017  
           16                     3750            2009            000799         1/1/2017  
           16                     3750            2010            001091         1/1/2017  
           16                     3750            2011            001613         1/1/2017  
           16                     3750            2012            001541         1/1/2017  
           16                     3750            2013            001852         1/1/2017  
           16                     3750            2014            002223         1/1/2017  
           16                     3750            2015            003085         1/1/2017  
           16                     3750            2016            002118         1/1/2017  
           16                     3750            2017            999999         4/28/2017 
           18                     3750            2011            000053         1/1/2017  
           18                     3750            2012            000445         1/1/2017  
           18                     3750            2013            000411         1/1/2017  
           18                     3750            2014            000552         1/1/2017  
           18                     3750            2015            000453         1/1/2017  
           18                     3750            2016            000603         1/1/2017  
           18                     3750            2017            999999         4/28/2017 
           24                     3750            2007            000498         1/1/2017  
           24                     3750            2008            000486         1/1/2017  
           24                     3750            2009            000504         1/1/2017  
           24                     3750            2010            000393         1/1/2017  
           24                     3750            2011            000150         1/1/2017  
           24                     3750            2012            000037         1/1/2017  
           24                     3750            2013            000430         1/1/2017  
